filename,instruction,input,output
IMG_4718.jpeg,Rephrase the question,What is the color of the light fixture?,What color is the light fixture in the image?
IMG_4718.jpeg,Rephrase the question,How many bulbs are there in the light fixture?,How many bulbs are present in the light fixture in the image?
IMG_4718.jpeg,Rephrase the question,What is the shape of the window?,What shape is the window in the image?
IMG_4718.jpeg,Rephrase the question,What is the color of the curtains?,What color are the curtains in the image?
IMG_4718.jpeg,Rephrase the question,What is on the wall behind the table?,What is hanging on the wall behind the table in the image?
IMG_4718.jpeg,Rephrase the question,What is on the wall to the left of the table?,What is hanging on the wall to the left of the table in the image?
IMG_4718.jpeg,Rephrase the question,What is on the wall to the right of the table?,What is hanging on the wall to the right of the table in the image?
IMG_4718.jpeg,Rephrase the question,What is the color of the walls?,What color are the walls in the image?
IMG_4718.jpeg,Rephrase the question,What is the type of flooring?,What type of flooring is present in the image?
IMG_4718.jpeg,Rephrase the question,What is the color of the flooring?,What color is the flooring in the image?
IMG_4718.jpeg,Rephrase the question,Is there a rug on the floor?,Is there a rug on the floor in the image?
IMG_4718.jpeg,Rephrase the question,What is the color of the rug?,What color is the rug in the image?
IMG_4718.jpeg,Rephrase the question,What is the shape of the rug?,What shape is the rug in the image?
IMG_4718.jpeg,Rephrase the question,What is the size of the rug?,What is the size of the rug in the image?
IMG_4718.jpeg,Rephrase the question,Is there anything on the table?,Are there any objects on the table in the image?
IMG_4718.jpeg,Rephrase the question,What is on the table?,What objects are on the table in the image?
IMG_4718.jpeg,Rephrase the question,What is the color of the table runner?,What color is the table runner in the image?
IMG_4718.jpeg,Rephrase the question,What is the shape of the table runner?,What shape is the table runner in the image?
IMG_4718.jpeg,Rephrase the question,What is the size of the table runner?,What is the size of the table runner in the image?
IMG_4718.jpeg,Rephrase the question,Are there any plants in the room?,Are there any plants in the room in the image?
IMG_4718.jpeg,Rephrase the question,What kind of plants are in the room?,What type of plants are in the room in the image?
IMG_4718.jpeg,Rephrase the question,Where are the plants located in the room?,Where are the plants located in the room in the image?
IMG_4718.jpeg,Rephrase the question,What is the color of the plant pot?,What color are the plant pots in the image?
IMG_4718.jpeg,Rephrase the question,What is the size of the plant pot?,What size are the plant pots in the image?
IMG_4705.jpeg,Rephrase the question,What is the name of the store on the left?,Can you identify the name of the store on the left in the image?
IMG_4705.jpeg,Rephrase the question,What is the name of the store on the right?,Can you identify the name of the store on the right in the image?
IMG_4705.jpeg,Rephrase the question,What is the name of the store in the distance?,Can you identify the name of the store in the distance in the image?
IMG_4705.jpeg,Rephrase the question,What is the name of the dinosaur in the foreground?,Can you identify the dinosaur in the foreground of the image?
IMG_4705.jpeg,Rephrase the question,What is the color of the dinosaur?,What color is the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the material of the dinosaur?,What material is the dinosaur made of in the image?
IMG_4705.jpeg,Rephrase the question,What is the size of the dinosaur?,What is the approximate size of the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the shape of the dinosaur?,What is the shape of the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the texture of the dinosaur?,What is the texture of the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the function of the dinosaur?,What is the purpose of the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the history of the dinosaur?,Can you provide any historical context about the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the cultural significance of the dinosaur?,Is there any cultural significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the scientific significance of the dinosaur?,Is there any scientific significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the economic significance of the dinosaur?,Is there any economic significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the environmental significance of the dinosaur?,Is there any environmental significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the social significance of the dinosaur?,Is there any social significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the political significance of the dinosaur?,Is there any political significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the religious significance of the dinosaur?,Is there any religious significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the philosophical significance of the dinosaur?,Is there any philosophical significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the psychological significance of the dinosaur?,Is there any psychological significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the artistic significance of the dinosaur?,Is there any artistic significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the literary significance of the dinosaur?,Is there any literary significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the musical significance of the dinosaur?,Is there any musical significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the theatrical significance of the dinosaur?,Is there any theatrical significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the cinematic significance of the dinosaur?,Is there any cinematic significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the television significance of the dinosaur?,Is there any television significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the video game significance of the dinosaur?,Is there any video game significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the internet significance of the dinosaur?,Is there any internet significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the future significance of the dinosaur?,Is there any future significance associated with the dinosaur in the image?
IMG_4705.jpeg,Rephrase the question,What is the overall significance of the dinosaur?,What is the overall significance of the dinosaur in the image?
IMG_4709.jpeg,Rephrase the question,How many people are in the image?,"Do you see any people in the image? If yes, how many people are there?"
IMG_4709.jpeg,Rephrase the question,What are the people doing?,What activities are the people engaged in?
IMG_4709.jpeg,Rephrase the question,Where are the people?,Where are the people located in the image?
IMG_4709.jpeg,Rephrase the question,What is the floor made of?,What material is the floor constructed from?
IMG_4709.jpeg,Rephrase the question,What is the ceiling made of?,What material is the ceiling constructed from?
IMG_4709.jpeg,Rephrase the question,What are the walls made of?,What material are the walls constructed from?
IMG_4709.jpeg,Rephrase the question,What kind of lighting is there?,What type of lighting is present in the image?
IMG_4709.jpeg,Rephrase the question,What is the temperature like?,What is the approximate temperature depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the humidity like?,What is the approximate humidity level depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the air quality like?,What is the approximate air quality depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the noise level like?,What is the approximate noise level depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the smell like?,What is the approximate smell depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the taste like?,What is the approximate taste depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the texture like?,What is the approximate texture depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the shape like?,What is the approximate shape depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the size like?,What is the approximate size depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the weight like?,What is the approximate weight depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the color like?,What are the approximate colors depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the pattern like?,What are the approximate patterns depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the style like?,What is the approximate style depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the age like?,What is the approximate age depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the gender like?,What is the approximate gender depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the race like?,What is the approximate race depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the ethnicity like?,What is the approximate ethnicity depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the religion like?,What is the approximate religion depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the political affiliation like?,What is the approximate political affiliation depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the socioeconomic status like?,What is the approximate socioeconomic status depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the educational attainment like?,What is the approximate educational attainment depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the employment status like?,What is the approximate employment status depicted in the image?
IMG_4709.jpeg,Rephrase the question,What is the marital status like?,What is the approximate marital status depicted in the image?
IMG_4725.jpeg,Rephrase the question,How many clothes hangers are visible?,"Do you see any clothes hangers in the image? If yes, how many clothes hangers are visible?"
IMG_4725.jpeg,Rephrase the question,What is the color of the clothes hangers?,What is the color of the clothes hangers in the image?
IMG_4725.jpeg,Rephrase the question,Are all the clothes hangers the same type?,Are all the clothes hangers in the image the same type?
IMG_4725.jpeg,Rephrase the question,How many clothes are hanging on the rack?,How many clothes are hanging on the rack in the image?
IMG_4725.jpeg,Rephrase the question,What is the predominant color of the clothes?,What is the predominant color of the clothes in the image?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not hanging on a hanger?,Are there any clothes in the image that are not hanging on a hanger?
IMG_4725.jpeg,Rephrase the question,What is the material of the clothes?,What is the material of the clothes in the image?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are wrinkled?,Are there any clothes in the image that are wrinkled?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are stained?,Are there any clothes in the image that are stained?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are damaged?,Are there any clothes in the image that are damaged?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are out of season?,Are there any clothes in the image that are out of season?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are too small or too big?,Are there any clothes in the image that are too small or too big?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the occasion?,Are there any clothes in the image that are not appropriate for the occasion?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the weather?,Are there any clothes in the image that are not appropriate for the weather?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the person's age?,Are there any clothes in the image that are not appropriate for the person's age?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the person's gender?,Are there any clothes in the image that are not appropriate for the person's gender?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the person's culture?,Are there any clothes in the image that are not appropriate for the person's culture?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the person's religion?,Are there any clothes in the image that are not appropriate for the person's religion?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the person's personality?,Are there any clothes in the image that are not appropriate for the person's personality?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the person's lifestyle?,Are there any clothes in the image that are not appropriate for the person's lifestyle?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the person's budget?,Are there any clothes in the image that are not appropriate for the person's budget?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the person's needs?,Are there any clothes in the image that are not appropriate for the person's needs?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the person's wants?,Are there any clothes in the image that are not appropriate for the person's wants?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the person's desires?,Are there any clothes in the image that are not appropriate for the person's desires?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the person's dreams?,Are there any clothes in the image that are not appropriate for the person's dreams?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the person's goals?,Are there any clothes in the image that are not appropriate for the person's goals?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the person's aspirations?,Are there any clothes in the image that are not appropriate for the person's aspirations?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the person's ambitions?,Are there any clothes in the image that are not appropriate for the person's ambitions?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the person's purpose?,Are there any clothes in the image that are not appropriate for the person's purpose?
IMG_4725.jpeg,Rephrase the question,Are there any clothes that are not appropriate for the person's life?,Are there any clothes in the image that are not appropriate for the person's life?
IMG_4698.jpeg,Rephrase the question,How many posters are there?,"Do you see any posters in the image? If yes, how many posters are there?"
IMG_4698.jpeg,Rephrase the question,What is the title of the poster on the left?,Can you identify the title of the poster on the left?
IMG_4698.jpeg,Rephrase the question,What is the title of the poster on the right?,Can you identify the title of the poster on the right?
IMG_4698.jpeg,Rephrase the question,What is the date of the poster on the left?,Can you determine the date of the poster on the left?
IMG_4698.jpeg,Rephrase the question,What are the names of the people in the poster on the left?,Can you identify the names of the people featured in the poster on the left?
IMG_4698.jpeg,Rephrase the question,What are the names of the people in the poster on the right?,Can you identify the names of the people featured in the poster on the right?
IMG_4698.jpeg,Rephrase the question,What is the name of the theater company that is putting on the show?,Can you identify the name of the theater company that is presenting the show?
IMG_4698.jpeg,Rephrase the question,What is the name of the show that is being put on?,Can you identify the name of the show that is being presented?
IMG_4698.jpeg,Rephrase the question,What is the date of the show?,Can you determine the date of the show?
IMG_4698.jpeg,Rephrase the question,What is the time of the show?,Can you determine the time of the show?
IMG_4698.jpeg,Rephrase the question,What is the price of the tickets?,Can you identify the price of the tickets?
IMG_4698.jpeg,Rephrase the question,Where can the tickets be purchased?,Can you identify where the tickets can be purchased?
IMG_4698.jpeg,Rephrase the question,Is there a website for the show?,Is there a website associated with the show?
IMG_4698.jpeg,Rephrase the question,What is the name of the theater where the show is being performed?,Can you identify the name of the theater where the show is being performed?
IMG_4698.jpeg,Rephrase the question,Where is the theater located?,Can you determine the location of the theater?
IMG_4698.jpeg,Rephrase the question,How many seats are there in the theater?,Can you estimate the number of seats in the theater?
IMG_4698.jpeg,Rephrase the question,What type of seating is available?,Can you identify the types of seating available?
IMG_4698.jpeg,Rephrase the question,Are there any discounts available for tickets?,Are there any discounts available for tickets?
IMG_4698.jpeg,Rephrase the question,Is there a parking lot available for the theater?,Is there a parking lot available for the theater?
IMG_4698.jpeg,Rephrase the question,Is the theater accessible to people with disabilities?,Is the theater accessible to individuals with disabilities?
IMG_4698.jpeg,Rephrase the question,What are the hours of operation for the theater?,Can you determine the hours of operation for the theater?
IMG_4698.jpeg,Rephrase the question,What is the contact information for the theater?,Can you provide the contact information for the theater?
IMG_4698.jpeg,Rephrase the question,What is the history of the theater?,Can you provide a brief history of the theater?
IMG_4698.jpeg,Rephrase the question,What are some of the other shows that have been performed at the theater?,Can you identify some of the other shows that have been performed at the theater?
IMG_4698.jpeg,Rephrase the question,What are the upcoming shows that are scheduled to be performed at the theater?,Can you identify any upcoming shows that are scheduled to be performed at the theater?
IMG_4698.jpeg,Rephrase the question,How can I get involved with the theater?,How can individuals get involved with the theater?
IMG_4698.jpeg,Rephrase the question,What are the theater's social media pages?,Can you provide the theater's social media pages?
IMG_4698.jpeg,Rephrase the question,What is the theater's mission statement?,Can you provide the theater's mission statement?
IMG_4698.jpeg,Rephrase the question,What is the theater's vision statement?,Can you provide the theater's vision statement?
IMG_4698.jpeg,Rephrase the question,What are the theater's core values?,Can you provide the theater's core values?
IMG_4708.jpeg,Rephrase the question,What is the name of the store?,Can you identify the name of the store in the image?
IMG_4708.jpeg,Rephrase the question,What is the store's slogan?,"Is there a slogan visible in the image? If so, what does it say?"
IMG_4708.jpeg,Rephrase the question,What type of food is served at the store?,"Based on the image, what type of food do you think is served at the store?"
IMG_4708.jpeg,Rephrase the question,What are the hours of operation?,"Are the store's hours of operation displayed in the image? If so, what are they?"
IMG_4708.jpeg,Rephrase the question,What are the prices of the items on the menu?,"Are there any menu items visible in the image? If so, what are their prices?"
IMG_4708.jpeg,Rephrase the question,What are the ingredients in each item on the menu?,Can you identify any ingredients listed in the image for the menu items?
IMG_4708.jpeg,Rephrase the question,Are there any vegan or gluten-free options available?,Are there any signs or labels indicating vegan or gluten-free options in the image?
IMG_4708.jpeg,Rephrase the question,Does the store offer catering services?,Does the image show any evidence of catering services being offered?
IMG_4708.jpeg,Rephrase the question,Is there a loyalty program available?,Is there a loyalty program mentioned or displayed in the image?
IMG_4708.jpeg,Rephrase the question,What is the store's policy on refunds and exchanges?,Are there any signs or notices regarding the store's refund and exchange policy visible in the image?
IMG_4708.jpeg,Rephrase the question,How can I contact the store?,"Is there any contact information, such as a phone number or website, displayed in the image?"
IMG_4708.jpeg,Rephrase the question,Where is the store located?,Can you determine the location of the store based on the image?
IMG_4708.jpeg,Rephrase the question,Is there a seating area in the store?,Is there a seating area visible in the image?
IMG_4708.jpeg,Rephrase the question,Is there a restroom in the store?,Is there a restroom visible in the image?
IMG_4708.jpeg,Rephrase the question,Is there a parking lot available?,Is there a parking lot visible in the image?
IMG_4708.jpeg,Rephrase the question,Is the store accessible to people with disabilities?,Are there any signs or features in the image indicating accessibility for people with disabilities?
IMG_4708.jpeg,Rephrase the question,What is the dress code for the store?,Is there a dress code displayed or implied in the image?
IMG_4708.jpeg,Rephrase the question,What is the age requirement to enter the store?,Is there any information about an age requirement for entering the store visible in the image?
IMG_4708.jpeg,Rephrase the question,Are children allowed in the store?,Are there any signs or indications in the image regarding children being allowed in the store?
IMG_4708.jpeg,Rephrase the question,Are pets allowed in the store?,Are there any signs or indications in the image regarding pets being allowed in the store?
IMG_4708.jpeg,Rephrase the question,Is smoking allowed in the store?,Is there any indication in the image that smoking is allowed in the store?
IMG_4708.jpeg,Rephrase the question,Is vaping allowed in the store?,Is there any indication in the image that vaping is allowed in the store?
IMG_4708.jpeg,Rephrase the question,Is alcohol served in the store?,Is there any indication in the image that alcohol is served in the store?
IMG_4708.jpeg,Rephrase the question,Is there a happy hour menu available?,Is there a happy hour menu displayed or mentioned in the image?
IMG_4708.jpeg,Rephrase the question,Does the store offer delivery services?,Is there any indication in the image that the store offers delivery services?
IMG_4708.jpeg,Rephrase the question,Does the store offer takeout services?,Is there any indication in the image that the store offers takeout services?
IMG_4708.jpeg,Rephrase the question,Does the store have a website?,Is there a website address displayed or mentioned in the image?
IMG_4708.jpeg,Rephrase the question,Does the store have a social media presence?,Are there any social media handles or icons visible in the image?
IMG_4708.jpeg,Rephrase the question,What is the store's rating on Yelp?,Is there a Yelp rating displayed or mentioned in the image?
IMG_4708.jpeg,Rephrase the question,What is the store's rating on Google?,Is there a Google rating displayed or mentioned in the image?
IMG_4694.jpeg,Rephrase the question,How many different types of salad mix are there?,"Do you see any different types of salad mix in the image? If yes, how many different types are there?"
IMG_4694.jpeg,Rephrase the question,What is the price of the Simply Nature Organic Baby Spring Mix?,Can you find the price of the Simply Nature Organic Baby Spring Mix in the image?
IMG_4694.jpeg,Rephrase the question,Which salad mix is on sale?,Which salad mix in the image is on sale?
IMG_4694.jpeg,Rephrase the question,How much is the Earthbound Farm Organic Baby Kale?,Can you find the price of the Earthbound Farm Organic Baby Kale in the image?
IMG_4694.jpeg,Rephrase the question,Is there any product that costs $4.99?,Is there any product in the image that costs $4.99?
IMG_4694.jpeg,Rephrase the question,Which salad mix is at the very top right corner?,Which salad mix is located at the very top right corner of the image?
IMG_4694.jpeg,Rephrase the question,How many containers of salad mix are there in total?,How many containers of salad mix are visible in the image?
IMG_4694.jpeg,Rephrase the question,What is the price of the Marketside Baby Spinach?,Can you find the price of the Marketside Baby Spinach in the image?
IMG_4694.jpeg,Rephrase the question,Which salad mix is at the very bottom left corner?,Which salad mix is located at the very bottom left corner of the image?
IMG_4694.jpeg,Rephrase the question,How many different brands of salad mix are there?,How many different brands of salad mix are visible in the image?
IMG_4694.jpeg,Rephrase the question,What is the price of the Fresh Express Baby Arugula?,Can you find the price of the Fresh Express Baby Arugula in the image?
IMG_4694.jpeg,Rephrase the question,Which salad mix is at the very top left corner?,Which salad mix is located at the very top left corner of the image?
IMG_4694.jpeg,Rephrase the question,How many containers of salad mix are on the top shelf?,How many containers of salad mix are on the top shelf in the image?
IMG_4694.jpeg,Rephrase the question,What is the price of the Taylor Farms Organic Baby Spinach?,Can you find the price of the Taylor Farms Organic Baby Spinach in the image?
IMG_4694.jpeg,Rephrase the question,Which salad mix is at the very bottom right corner?,Which salad mix is located at the very bottom right corner of the image?
IMG_4694.jpeg,Rephrase the question,How many different types of salad mix are there on the bottom shelf?,How many different types of salad mix are on the bottom shelf in the image?
IMG_4694.jpeg,Rephrase the question,What is the price of the Dole Baby Spinach?,Can you find the price of the Dole Baby Spinach in the image?
IMG_4694.jpeg,Rephrase the question,Which salad mix is at the very top middle?,Which salad mix is located at the very top middle of the image?
IMG_4694.jpeg,Rephrase the question,How many containers of salad mix are on the middle shelf?,How many containers of salad mix are on the middle shelf in the image?
IMG_4694.jpeg,Rephrase the question,What is the price of the Simply Nature Organic Baby Arugula?,Can you find the price of the Simply Nature Organic Baby Arugula in the image?
IMG_4694.jpeg,Rephrase the question,Which salad mix is at the very bottom middle?,Which salad mix is located at the very bottom middle of the image?
IMG_4694.jpeg,Rephrase the question,How many different types of salad mix are there on the top shelf?,How many different types of salad mix are on the top shelf in the image?
IMG_4694.jpeg,Rephrase the question,What is the price of the Fresh Express Baby Kale?,Can you find the price of the Fresh Express Baby Kale in the image?
IMG_4694.jpeg,Rephrase the question,Which salad mix is at the very top right?,Which salad mix is located at the very top right of the image?
IMG_4694.jpeg,Rephrase the question,How many containers of salad mix are on the bottom shelf?,How many containers of salad mix are on the bottom shelf in the image?
IMG_4694.jpeg,Rephrase the question,What is the price of the Earthbound Farm Organic Baby Arugula?,Can you find the price of the Earthbound Farm Organic Baby Arugula in the image?
IMG_4694.jpeg,Rephrase the question,Which salad mix is at the very top left?,Which salad mix is located at the very top left of the image?
IMG_4694.jpeg,Rephrase the question,How many different types of salad mix are there on the middle shelf?,How many different types of salad mix are on the middle shelf in the image?
IMG_4694.jpeg,Rephrase the question,What is the price of the Taylor Farms Organic Baby Arugula?,Can you find the price of the Taylor Farms Organic Baby Arugula in the image?
IMG_4694.jpeg,Rephrase the question,Which salad mix is at the very bottom right?,Which salad mix is located at the very bottom right of the image?
IMG_4712.jpeg,Rephrase the question,What is the name of the restaurant?,Do you see any signage or branding in the image that indicates the name of the restaurant?
IMG_4712.jpeg,Rephrase the question,What is the slogan of the restaurant?,Do you see any signage or branding in the image that indicates the slogan of the restaurant?
IMG_4712.jpeg,Rephrase the question,What is the main menu item?,"Do you see any menu items featured prominently in the image? If so, what is the main menu item?"
IMG_4712.jpeg,Rephrase the question,What are the different sizes of french fries that are offered?,Do you see any signage or menu boards in the image that indicate the different sizes of french fries offered?
IMG_4712.jpeg,Rephrase the question,What are the different flavors of french fries that are offered?,Do you see any signage or menu boards in the image that indicate the different flavors of french fries offered?
IMG_4712.jpeg,Rephrase the question,What are the different toppings that are offered for the french fries?,Do you see any signage or menu boards in the image that indicate the different toppings offered for the french fries?
IMG_4712.jpeg,Rephrase the question,What are the different types of chicken that are offered?,Do you see any signage or menu boards in the image that indicate the different types of chicken offered?
IMG_4712.jpeg,Rephrase the question,What are the different types of sandwiches that are offered?,Do you see any signage or menu boards in the image that indicate the different types of sandwiches offered?
IMG_4712.jpeg,Rephrase the question,What are the different types of salads that are offered?,Do you see any signage or menu boards in the image that indicate the different types of salads offered?
IMG_4712.jpeg,Rephrase the question,What are the different types of drinks that are offered?,Do you see any signage or menu boards in the image that indicate the different types of drinks offered?
IMG_4712.jpeg,Rephrase the question,What are the different types of desserts that are offered?,Do you see any signage or menu boards in the image that indicate the different types of desserts offered?
IMG_4712.jpeg,Rephrase the question,What are the prices of the different menu items?,Do you see any signage or menu boards in the image that indicate the prices of the different menu items?
IMG_4712.jpeg,Rephrase the question,Are there any specials or promotions that are being offered?,Do you see any signage or promotional materials in the image that indicate any specials or promotions being offered?
IMG_4712.jpeg,Rephrase the question,What are the hours of operation of the restaurant?,Do you see any signage or branding in the image that indicates the hours of operation of the restaurant?
IMG_4712.jpeg,Rephrase the question,What is the location of the restaurant?,Do you see any signage or branding in the image that indicates the location of the restaurant?
IMG_4712.jpeg,Rephrase the question,Is there a website for the restaurant?,Do you see any signage or branding in the image that indicates the website of the restaurant?
IMG_4712.jpeg,Rephrase the question,Is there a phone number for the restaurant?,Do you see any signage or branding in the image that indicates the phone number of the restaurant?
IMG_4712.jpeg,Rephrase the question,Is there an email address for the restaurant?,Do you see any signage or branding in the image that indicates the email address of the restaurant?
IMG_4712.jpeg,Rephrase the question,Is there a social media presence for the restaurant?,Do you see any social media icons or handles in the image that indicate the social media presence of the restaurant?
IMG_4712.jpeg,Rephrase the question,What are the reviews of the restaurant like?,Do you see any reviews or testimonials in the image that indicate the reviews of the restaurant?
IMG_4712.jpeg,Rephrase the question,Is the restaurant kid-friendly?,Do you see any signage or branding in the image that indicates whether the restaurant is kid-friendly?
IMG_4712.jpeg,Rephrase the question,Is the restaurant wheelchair accessible?,Do you see any signage or branding in the image that indicates whether the restaurant is wheelchair accessible?
IMG_4712.jpeg,Rephrase the question,Is the restaurant pet-friendly?,Do you see any signage or branding in the image that indicates whether the restaurant is pet-friendly?
IMG_4712.jpeg,Rephrase the question,What are the payment options that are accepted at the restaurant?,Do you see any signage or branding in the image that indicates the payment options accepted at the restaurant?
IMG_4712.jpeg,Rephrase the question,Is there a dress code for the restaurant?,Do you see any signage or branding in the image that indicates a dress code for the restaurant?
IMG_4712.jpeg,Rephrase the question,What is the cancellation policy for the restaurant?,Do you see any signage or branding in the image that indicates the cancellation policy for the restaurant?
IMG_4712.jpeg,Rephrase the question,What is the refund policy for the restaurant?,Do you see any signage or branding in the image that indicates the refund policy for the restaurant?
IMG_4712.jpeg,Rephrase the question,What is the privacy policy for the restaurant?,Do you see any signage or branding in the image that indicates the privacy policy for the restaurant?
IMG_4712.jpeg,Rephrase the question,What is the terms of service for the restaurant?,Do you see any signage or branding in the image that indicates the terms of service for the restaurant?
IMG_4712.jpeg,Rephrase the question,What is the copyright policy for the restaurant?,Do you see any signage or branding in the image that indicates the copyright policy for the restaurant?
IMG_4704.jpeg,Rephrase the question,What is the name of the shopping mall?,Can you identify the name of the shopping mall from the image?
IMG_4704.jpeg,Rephrase the question,What stores are visible in the image?,Which stores can you see in the image?
IMG_4704.jpeg,Rephrase the question,What is the color of the floor?,What color is the floor in the image?
IMG_4704.jpeg,Rephrase the question,What is the color of the ceiling?,What color is the ceiling in the image?
IMG_4704.jpeg,Rephrase the question,What is the material of the handrails?,What material are the handrails made of in the image?
IMG_4704.jpeg,Rephrase the question,How many people are in the image?,How many people can you count in the image?
IMG_4704.jpeg,Rephrase the question,What are the people wearing?,What are the people in the image wearing?
IMG_4704.jpeg,Rephrase the question,What is the time of day?,What time of day does the image appear to be taken?
IMG_4704.jpeg,Rephrase the question,What is the weather like?,What is the weather like in the image?
IMG_4704.jpeg,Rephrase the question,Is the mall crowded?,Does the mall appear to be crowded in the image?
IMG_4704.jpeg,Rephrase the question,Are there any decorations in the mall?,Are there any decorations visible in the mall in the image?
IMG_4704.jpeg,Rephrase the question,Is there a food court in the mall?,Is there a food court in the mall in the image?
IMG_4704.jpeg,Rephrase the question,Is there a movie theater in the mall?,Is there a movie theater in the mall in the image?
IMG_4704.jpeg,Rephrase the question,Is there a play area for children in the mall?,Is there a play area for children in the mall in the image?
IMG_4704.jpeg,Rephrase the question,Are there any benches or seating areas in the mall?,Are there any benches or seating areas in the mall in the image?
IMG_4704.jpeg,Rephrase the question,Are there any restrooms in the mall?,Are there any restrooms in the mall in the image?
IMG_4704.jpeg,Rephrase the question,Are there any ATMs in the mall?,Are there any ATMs in the mall in the image?
IMG_4704.jpeg,Rephrase the question,Is there a lost and found in the mall?,Is there a lost and found in the mall in the image?
IMG_4704.jpeg,Rephrase the question,Is there a security desk in the mall?,Is there a security desk in the mall in the image?
IMG_4704.jpeg,Rephrase the question,Is there a first aid station in the mall?,Is there a first aid station in the mall in the image?
IMG_4704.jpeg,Rephrase the question,Is there a customer service desk in the mall?,Is there a customer service desk in the mall in the image?
IMG_4704.jpeg,Rephrase the question,Is there a mall map available?,Is there a mall map available in the image?
IMG_4704.jpeg,Rephrase the question,Is there a directory of stores in the mall?,Is there a directory of stores in the mall in the image?
